太秦天神川,35.01081,135.715556
天王寺,34.647321,135.51394
新今宮,34.650187,135.500722
今宮,34.654178,135.493042
芦原橋,34.659208,135.488901
大正,34.665518,135.479976
弁天町,34.669165,135.462608
西九条,34.682663,135.466791
野田,34.688974,135.474868
福島,34.697126,135.486577
大阪,34.701909,135.494977
天満,34.704934,135.512136
桜ノ宮,34.70492,135.520324
京橋,34.697043,135.532171
大阪城公園,34.68858,135.534482
森ノ宮,34.681101,135.533846
玉造,34.673526,135.53283
鶴橋,34.665247,135.529925
桃谷,34.65855,135.527889
寺田町,34.647879,135.52337
天王寺,34.647321,135.51394
京都,34.985458,135.757755
西大路,34.98103,135.732344
桂川,34.964506,135.710373
向日町,34.954938,135.709501
長岡京,34.923516,135.700696
山崎,34.892199,135.679879
島本,34.880647,135.662778
高槻,34.851716,135.61768
摂津富田,34.83767,135.593349
茨木,34.815355,135.562247
千里丘,34.791288,135.551345
岸辺,34.776812,135.541621
吹田,34.763177,135.52367
東淀川,34.739938,135.504598
新大阪,34.73348,135.500109
大阪,34.701909,135.494977
大阪,34.701909,135.494977
塚本,34.712579,135.468876
尼崎,34.731629,135.431687
立花,34.737961,135.399121
甲子園口,34.738952,135.374704
西宮,34.738763,135.347864
さくら夙川,34.738988,135.331046
芦屋,34.734243,135.30707
甲南山手,34.730583,135.292427
摂津本山,34.726683,135.276448
住吉,34.712917,135.261683
六甲道,34.714989,135.238507
灘,34.706073,135.216439
三ノ宮,34.694835,135.194944
元町,34.689569,135.187373
神戸,34.679526,135.178021
青山,34.676521,136.237988
東青山,34.675902,136.321519
榊原温泉口,34.67468,136.348576
大三,34.664069,136.368402
伊勢石橋,34.656783,136.408034
川合高岡,34.656458,136.436289
伊勢中川,34.635022,136.477886
三条,35.009114,135.772274
祇園四条,35.003812,135.771976
清水五条,34.996107,135.768527
七条,34.989322,135.767846
東福寺,34.981206,135.770177
鳥羽街道,34.973168,135.769929
伏見稲荷,34.96683,135.770849
深草,34.964827,135.770154
藤森,34.956775,135.770065
墨染,34.948212,135.769015
丹波橋,34.938671,135.765412
伏見桃山,34.932616,135.771123
中書島,34.926878,135.760015
淀,34.906819,135.721457
八幡市,34.884445,135.70023
橋本,34.88167,135.684101
樟葉,34.861977,135.67528
牧野,34.843526,135.665412
御殿山,34.828944,135.653952
枚方市,34.816123,135.648417
枚方公園,34.811199,135.639401
光善寺,34.797917,135.630227
香里園,34.784677,135.631035
寝屋川市,34.763988,135.620667
萱島,34.747381,135.611157
大和田,34.743031,135.602589
古川橋,34.740017,135.591334
門真市,34.738215,135.583269
西三荘,34.737448,135.575936
守口市,34.735373,135.565179
土居,34.730815,135.560204
滝井,34.727682,135.557493
千林,34.724219,135.55511
森小路,34.719591,135.551566
関目,34.712495,135.546803
野江,34.707201,135.543445
京橋,34.697043,135.532171
天満橋,34.6902,135.516633
北浜,34.691588,135.506634
淀屋橋,34.692321,135.501004
